Extraction_Method,Protein_Symbol,Gene_Symbol,Score,Mass,Num_Significant_Matches,Num_Significant_Sequences,Num_Unique_Sequences,Protein_Name
PBS,CPNS1_MOUSE,CPNS1,68,28559,4,2,2,Calpain small subunit 1
PBS,CPPED_MOUSE,CPPED,263,35568,31,4,4,Serine/threonine-protein phosphatase CPPED1
PBS,CPT1B_MOUSE,CPT1B,410,89073,18,3,3,"Carnitine O-palmitoyltransferase 1, muscle isoform"
PBS,CPT2_MOUSE,CPT2,757,74504,54,12,12,"Carnitine O-palmitoyltransferase 2, mitochondrial"
PBS,CQ10B_MOUSE,CQ10B,32,27764,4,1,1,"Coenzyme Q-binding protein COQ10 homolog B, mitochondrial"
PBS,CREG1_MOUSE,CREG1,66,24550,3,1,1,Protein CREG1
PBS,CRK_MOUSE,CRK,117,33851,7,1,1,Adapter molecule crk
PBS,CRKL_MOUSE,CRKL,21,33923,1,1,1,Crk-like protein
PBS,CRYAB_MOUSE,CRYAB,6100,20056,315,12,12,Alpha-crystallin B chain
PBS,CSK21_MOUSE,CSK21,20,45219,1,1,1,Casein kinase II subunit alpha
PBS,CSN1_MOUSE,CSN1,376,53978,24,4,4,COP9 signalosome complex subunit 1
PBS,CSN2_MOUSE,CSN2,246,51849,23,6,6,COP9 signalosome complex subunit 2
PBS,CSN3_MOUSE,CSN3,162,48371,14,3,3,COP9 signalosome complex subunit 3
PBS,CSN4_MOUSE,CSN4,574,46541,38,7,7,COP9 signalosome complex subunit 4
PBS,CSN5_MOUSE,CSN5,59,37753,4,1,1,COP9 signalosome complex subunit 5
PBS,CSN6_MOUSE,CSN6,171,36142,12,3,3,COP9 signalosome complex subunit 6
PBS,CSN7A_MOUSE,CSN7A,536,30377,22,4,4,COP9 signalosome complex subunit 7a
PBS,CSN8_MOUSE,CSN8,58,23298,4,2,2,COP9 signalosome complex subunit 8
PBS,CSRP3_MOUSE,CSRP3,622,21793,31,6,6,Cysteine and glycine-rich protein 3
PBS,CTBP1_MOUSE,CTBP1,73,48171,4,1,1,C-terminal-binding protein 1
PBS,CTL2_MOUSE,CTL2,16,81539,1,1,1,Choline transporter-like protein 2
PBS,CUBN_MOUSE,CUBN,31,407680,2,1,1,Cubilin
PBS,CUL2_MOUSE,CUL2,110,87448,6,2,2,Cullin-2
PBS,CUL4A_MOUSE,CUL4A,42,88211,4,1,1,Cullin-4A
PBS,CUL5_MOUSE,CUL5,425,91486,25,5,5,Cullin-5
PBS,CUTA_MOUSE,CUTA,35,18967,3,2,2,Protein CutA
PBS,CUTC_MOUSE,CUTC,66,29384,3,1,1,Copper homeostasis protein cutC homolog
PBS,CX6B1_MOUSE,CX6B1,362,10293,24,3,3,Cytochrome c oxidase subunit 6B1
PBS,CX7A1_MOUSE,CX7A1,76,9095,4,1,1,"Cytochrome c oxidase subunit 7A1, mitochondrial"
PBS,CY1_MOUSE,CY1,541,35533,38,4,4,"Cytochrome c1, heme protein, mitochondrial"
PBS,CYC_MOUSE,CYC,1507,11712,90,6,6,"Cytochrome c, somatic"
PBS,CYGB_MOUSE,CYGB,70,21566,8,1,1,Cytoglobin
PBS,CYTB_MOUSE,CYTB,30,11153,2,1,1,Cystatin-B
PBS,D39U1_MOUSE,D39U1,69,33145,5,1,1,Epimerase family protein SDR39U1
PBS,DAB2_MOUSE,DAB2,22,82432,1,1,1,Disabled homolog 2
PBS,DC1I2_MOUSE,DC1I2,47,68751,1,1,1,Cytoplasmic dynein 1 intermediate chain 2
PBS,DCAF8_MOUSE,DCAF8,20,66675,1,1,1,DDB1- and CUL4-associated factor 8
PBS,DCAM1_MOUSE,DCAM1,24,38647,1,1,1,S-adenosylmethionine decarboxylase proenzyme 1
PBS,DCNL2_MOUSE,DCNL2,161,30334,18,3,3,DCN1-like protein 2
PBS,DCTN1_MOUSE,DCTN1,23,142272,1,1,1,Dynactin subunit 1
PBS,DCTN2_MOUSE,DCTN2,47,44204,4,2,2,Dynactin subunit 2
PBS,DCUP_MOUSE,DCUP,136,40951,5,1,1,Uroporphyrinogen decarboxylase
PBS,DCXR_MOUSE,DCXR,34,25958,3,1,1,L-xylulose reductase
PBS,DD19A_MOUSE,DD19A,29,54355,1,1,1,ATP-dependent RNA helicase DDX19A
PBS,DDB1_MOUSE,DDB1,989,128027,85,15,15,DNA damage-binding protein 1
PBS,DDX1_MOUSE,DDX1,223,83474,9,1,1,ATP-dependent RNA helicase DDX1
PBS,DDX3L_MOUSE,DDX3L,72,73494,3,1,1,Putative ATP-dependent RNA helicase Pl10
PBS,DDX6_MOUSE,DDX6,33,54556,2,1,1,Probable ATP-dependent RNA helicase DDX6
PBS,DECR_MOUSE,DECR,2720,36476,139,9,9,"2,4-dienoyl-CoA reductase, mitochondrial"
PBS,DENR_MOUSE,DENR,34,22551,1,1,1,Density-regulated protein
PBS,DESM_MOUSE,DESM,461,53522,12,2,1,Desmin
PBS,DEST_MOUSE,DEST,308,18852,37,5,4,Destrin
PBS,DHB4_MOUSE,DHB4,41,79945,1,1,1,Peroxisomal multifunctional enzyme type 2
PBS,DHB8_MOUSE,DHB8,149,26800,13,3,3,Estradiol 17-beta-dehydrogenase 8
PBS,DHDH_MOUSE,DHDH,4543,36620,199,10,10,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase"
PBS,DHE3_MOUSE,DHE3,812,61640,70,12,12,"Glutamate dehydrogenase 1, mitochondrial"
PBS,DHPR_MOUSE,DHPR,1312,25782,97,7,7,Dihydropteridine reductase
PBS,DHR11_MOUSE,DHR11,112,28712,10,3,3,Dehydrogenase/reductase SDR family member 11
PBS,DHRS4_MOUSE,DHRS4,39,30094,5,3,3,Dehydrogenase/reductase SDR family member 4
PBS,DHX8_MOUSE,DHX8,33,143337,1,1,1,ATP-dependent RNA helicase DHX8
PBS,DIAP1_MOUSE,DIAP1,726,140053,37,5,5,Protein diaphanous homolog 1
PBS,DLDH_MOUSE,DLDH,8537,54751,378,18,18,"Dihydrolipoyl dehydrogenase, mitochondrial"
PBS,DMD_MOUSE,DMD,131,427676,9,8,8,Dystrophin
PBS,DMKN_MOUSE,DMKN,27,51858,1,1,1,Dermokine
PBS,DNJA2_MOUSE,DNJA2,27,46344,2,1,1,DnaJ homolog subfamily A member 2
PBS,DNJA4_MOUSE,DNJA4,36,45500,2,1,1,DnaJ homolog subfamily A member 4
PBS,DNM1L_MOUSE,DNM1L,3136,83120,157,21,21,Dynamin-1-like protein
PBS,DNPEP_MOUSE,DNPEP,238,52744,37,7,7,Aspartyl aminopeptidase
PBS,DOPD_MOUSE,DOPD,752,13183,42,6,6,D-dopachrome decarboxylase
PBS,DPP3_MOUSE,DPP3,28,83245,3,3,3,Dipeptidyl peptidase 3
PBS,DPP9_MOUSE,DPP9,17,98965,1,1,1,Dipeptidyl peptidase 9
PBS,DPYL2_MOUSE,DPYL2,2028,62638,105,11,11,Dihydropyrimidinase-related protein 2
PBS,DRG2_MOUSE,DRG2,22,41092,1,1,1,Developmentally-regulated GTP-binding protein 2
PBS,DSCAM_MOUSE,DSCAM,138,223897,11,1,1,Down syndrome cell adhesion molecule homolog
PBS,DUPD1_MOUSE,DUPD1,413,24405,30,7,7,Dual specificity phosphatase DUPD1
PBS,DUS23_MOUSE,DUS23,102,16855,9,3,3,Dual specificity protein phosphatase 23
PBS,DUS28_MOUSE,DUS28,78,17779,9,1,1,Dual specificity phosphatase 28
PBS,DUS3_MOUSE,DUS3,2495,20687,111,6,6,Dual specificity protein phosphatase 3
PBS,DX39A_MOUSE,DX39A,26,49549,1,1,1,ATP-dependent RNA helicase DDX39A
PBS,DYH1_MOUSE,DYH1,32,490749,2,1,1,"Dynein heavy chain 1, axonemal"
PBS,DYHC1_MOUSE,DYHC1,236,534447,24,10,10,Cytoplasmic dynein 1 heavy chain 1
PBS,DYHC2_MOUSE,DYHC2,53,495451,13,1,1,Cytoplasmic dynein 2 heavy chain 1
PBS,DYL1_MOUSE,DYL1,219,10530,12,2,2,"Dynein light chain 1, cytoplasmic"
PBS,DYN2_MOUSE,DYN2,66,98426,4,3,3,Dynamin-2
PBS,DYSF_MOUSE,DYSF,542,240040,20,4,4,Dysferlin
PBS,DZIP3_MOUSE,DZIP3,19,139586,1,1,1,E3 ubiquitin-protein ligase DZIP3
PBS,ECH1_MOUSE,ECH1,423,36437,49,8,8,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"
PBS,ECHA_MOUSE,ECHA,9011,83302,441,29,29,"Trifunctional enzyme subunit alpha, mitochondrial"
PBS,ECHB_MOUSE,ECHB,4174,51639,226,16,16,"Trifunctional enzyme subunit beta, mitochondrial"
PBS,ECHD1_MOUSE,ECHD1,76,35786,4,1,1,Ethylmalonyl-CoA decarboxylase
PBS,ECHD2_MOUSE,ECHD2,171,32174,10,2,2,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial"
PBS,ECHM_MOUSE,ECHM,2459,31853,148,10,10,"Enoyl-CoA hydratase, mitochondrial"
PBS,ECI1_MOUSE,ECI1,6075,32515,299,12,12,"Enoyl-CoA delta isomerase 1, mitochondrial"
PBS,ECI2_MOUSE,ECI2,46,43639,4,1,1,"Enoyl-CoA delta isomerase 2, mitochondrial"
PBS,ECM29_MOUSE,ECM29,68,205398,7,5,5,Proteasome adapter and scaffold protein ECM29
PBS,EEA1_MOUSE,EEA1,19,161958,1,1,1,Early endosome antigen 1
PBS,EF1A1_MOUSE,EF1A1,13274,50424,534,15,7,Elongation factor 1-alpha 1
PBS,EF1A2_MOUSE,EF1A2,19139,50764,893,21,13,Elongation factor 1-alpha 2
PBS,EF1B_MOUSE,EF1B,57,24849,4,2,2,Elongation factor 1-beta
PBS,EF1D_MOUSE,EF1D,1231,31388,84,5,5,Elongation factor 1-delta
PBS,EF1G_MOUSE,EF1G,4024,50371,281,20,20,Elongation factor 1-gamma
PBS,EF2_MOUSE,EF2,22664,96222,1143,44,44,Elongation factor 2
PBS,EFGM_MOUSE,EFGM,59,84238,3,1,1,"Elongation factor G, mitochondrial"
PBS,EFTU_MOUSE,EFTU,3974,49876,185,19,19,"Elongation factor Tu, mitochondrial"
PBS,EH1L1_MOUSE,EH1L1,303,185634,22,4,4,EH domain-binding protein 1-like protein 1
PBS,EHD1_MOUSE,EHD1,314,60622,27,3,3,EH domain-containing protein 1
PBS,EHD2_MOUSE,EHD2,4267,61307,242,15,14,EH domain-containing protein 2
PBS,EHD4_MOUSE,EHD4,272,61670,28,4,3,EH domain-containing protein 4
PBS,EI2BA_MOUSE,EI2BA,22,34023,1,1,1,Translation initiation factor eIF-2B subunit alpha
PBS,EI3JA_MOUSE,EI3JA,572,29440,24,4,4,Eukaryotic translation initiation factor 3 subunit J-A
PBS,EIF1B_MOUSE,EIF1B,21,12930,2,1,1,Eukaryotic translation initiation factor 1b
PBS,EIF3D_MOUSE,EIF3D,25,64576,1,1,1,Eukaryotic translation initiation factor 3 subunit D
PBS,EIF3E_MOUSE,EIF3E,19,52587,1,1,1,Eukaryotic translation initiation factor 3 subunit E
PBS,EIF3F_MOUSE,EIF3F,88,38074,7,2,2,Eukaryotic translation initiation factor 3 subunit F
PBS,EIF3I_MOUSE,EIF3I,26,36837,2,2,2,Eukaryotic translation initiation factor 3 subunit I
PBS,EIF3L_MOUSE,EIF3L,55,66798,4,2,2,Eukaryotic translation initiation factor 3 subunit L
PBS,EIF3M_MOUSE,EIF3M,81,42946,5,1,1,Eukaryotic translation initiation factor 3 subunit M
PBS,ELOB_MOUSE,ELOB,25,13219,2,2,2,Elongin-B
PBS,ELOC_MOUSE,ELOC,22,12636,1,1,1,Elongin-C
PBS,EMAL1_MOUSE,EMAL1,269,90650,31,8,8,Echinoderm microtubule-associated protein-like 1
PBS,EMAL2_MOUSE,EMAL2,361,71602,25,5,5,Echinoderm microtubule-associated protein-like 2
PBS,ENOA_MOUSE,ENOA,128808,47453,4612,26,18,Alpha-enolase
PBS,ENOB_MOUSE,ENOB,206113,47337,7237,45,36,Beta-enolase
PBS,ENOG_MOUSE,ENOG,90233,47609,3423,11,2,Gamma-enolase
PBS,ENOPH_MOUSE,ENOPH,225,28696,21,1,1,Enolase-phosphatase E1
PBS,ENPL_MOUSE,ENPL,1057,92703,44,10,8,Endoplasmin
PBS,ENTP2_MOUSE,ENTP2,29,54912,2,1,1,Ectonucleoside triphosphate diphosphohydrolase 2
PBS,EPDR1_MOUSE,EPDR1,70,25868,4,2,2,Mammalian ependymin-related protein 1
PBS,ERF1_MOUSE,ERF1,29,49228,2,2,2,Eukaryotic peptide chain release factor subunit 1
PBS,ERF3A_MOUSE,ERF3A,30,69380,3,2,2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A
PBS,ERGI2_MOUSE,ERGI2,26,42740,2,1,1,Endoplasmic reticulum-Golgi intermediate compartment protein 2
PBS,ERP44_MOUSE,ERP44,593,47222,20,2,2,Endoplasmic reticulum resident protein 44
PBS,ES1_MOUSE,ES1,3354,28415,214,10,10,"ES1 protein homolog, mitochondrial"
PBS,EST1C_MOUSE,EST1C,3245,61302,213,13,10,Carboxylesterase 1C
PBS,EST2C_MOUSE,EST2C,538,62714,28,8,8,Acylcarnitine hydrolase
PBS,ESTD_MOUSE,ESTD,2220,31870,137,10,10,S-formylglutathione hydrolase
PBS,ETFA_MOUSE,ETFA,11016,35330,478,16,16,"Electron transfer flavoprotein subunit alpha, mitochondrial"
PBS,ETFB_MOUSE,ETFB,12939,27834,514,13,13,Electron transfer flavoprotein subunit beta
PBS,ETFD_MOUSE,ETFD,33,68903,1,1,1,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
PBS,ETHE1_MOUSE,ETHE1,249,28234,20,3,3,"Persulfide dioxygenase ETHE1, mitochondrial"
PBS,EXT1_MOUSE,EXT1,19,86994,2,1,1,Exostosin-1
PBS,F10A1_MOUSE,F10A1,40,41801,2,1,1,Hsc70-interacting protein
PBS,F16P2_MOUSE,F16P2,2991,37209,152,11,11,"Fructose-1,6-bisphosphatase isozyme 2"
PBS,F261_MOUSE,F261,85,55385,6,3,3,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1"
PBS,FA12_MOUSE,FA12,74,67939,3,1,1,Coagulation factor XII
PBS,FA83B_MOUSE,FA83B,26,115119,5,1,1,Protein FAM83B
PBS,FABP4_MOUSE,FABP4,8428,14755,371,10,10,"Fatty acid-binding protein, adipocyte"
PBS,FABP5_MOUSE,FABP5,77,15470,6,2,2,"Fatty acid-binding protein, epidermal"
PBS,FABPH_MOUSE,FABPH,8400,14810,396,10,10,"Fatty acid-binding protein, heart"
PBS,FAD1_MOUSE,FAD1,18,55245,1,1,1,FAD synthase
PBS,FAHD1_MOUSE,FAHD1,463,25498,37,2,2,"Acylpyruvase FAHD1, mitochondrial"
PBS,FAHD2_MOUSE,FAHD2,125,35067,14,4,4,Fumarylacetoacetate hydrolase domain-containing protein 2A
PBS,FAK2_MOUSE,FAK2,19,117032,1,1,1,Protein-tyrosine kinase 2-beta
PBS,FAS_MOUSE,FAS,3575,274994,224,47,47,Fatty acid synthase
PBS,FCER2_MOUSE,FCER2,49,38251,5,1,1,Low affinity immunoglobulin epsilon Fc receptor
PBS,FCL_MOUSE,FCL,134,36083,17,3,3,GDP-L-fucose synthase
PBS,FERM2_MOUSE,FERM2,32,78435,2,2,2,Fermitin family homolog 2
PBS,FETA_MOUSE,FETA,19,69118,2,1,1,Alpha-fetoprotein
PBS,FETUA_MOUSE,FETUA,4807,38100,212,9,9,Alpha-2-HS-glycoprotein
PBS,FETUB_MOUSE,FETUB,87,43541,5,2,2,Fetuin-B
PBS,FHL1_MOUSE,FHL1,11071,33806,576,17,17,Four and a half LIM domains protein 1
PBS,FHL3_MOUSE,FHL3,24,33769,1,1,1,Four and a half LIM domains protein 3
PBS,FHOD3_MOUSE,FHOD3,52,176630,6,1,1,FH1/FH2 domain-containing protein 3
PBS,FIBA_MOUSE,FIBA,1590,88117,105,14,14,Fibrinogen alpha chain
PBS,FIBB_MOUSE,FIBB,2094,55402,166,18,18,Fibrinogen beta chain
PBS,FIBG_MOUSE,FIBG,2990,50044,164,13,13,Fibrinogen gamma chain
PBS,FIGL1_MOUSE,FIGL1,20,75716,1,1,1,Fidgetin-like protein 1
PBS,FKB1A_MOUSE,FKB1A,1075,11972,48,3,3,Peptidyl-prolyl cis-trans isomerase FKBP1A
PBS,FKBP3_MOUSE,FKBP3,145,25189,12,3,3,Peptidyl-prolyl cis-trans isomerase FKBP3
PBS,FLNA_MOUSE,FLNA,1376,283897,60,7,3,Filamin-A
PBS,FLNC_MOUSE,FLNC,5702,293560,324,43,39,Filamin-C
PBS,FMOD_MOUSE,FMOD,169,43427,14,3,3,Fibromodulin
PBS,FN3K_MOUSE,FN3K,183,35238,11,1,1,Fructosamine-3-kinase
PBS,FNTA_MOUSE,FNTA,239,44157,16,2,2,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
PBS,FNTB_MOUSE,FNTB,24,49757,1,1,1,Protein farnesyltransferase subunit beta
PBS,FRIH_MOUSE,FRIH,2478,21224,164,11,11,Ferritin heavy chain
PBS,FRIL1_MOUSE,FRIL1,3244,20847,126,9,9,Ferritin light chain 1
PBS,FSCN1_MOUSE,FSCN1,45,55215,5,2,2,Fascin
PBS,FUMH_MOUSE,FUMH,11789,54550,609,20,20,"Fumarate hydratase, mitochondrial"
PBS,FXR1_MOUSE,FXR1,120,76517,5,2,2,Fragile X mental retardation syndrome-related protein 1
PBS,FYB2_MOUSE,FYB2,75,82815,4,2,2,FYN-binding protein 2
PBS,G3P_MOUSE,G3P,127934,36072,5292,35,35,Glyceraldehyde-3-phosphate dehydrogenase
PBS,G3ST2_MOUSE,G3ST2,22,47107,1,1,1,Galactose-3-O-sulfotransferase 2
PBS,G6PE_MOUSE,G6PE,26,89442,1,1,1,GDH/6PGL endoplasmic bifunctional protein
PBS,G6PI_MOUSE,G6PI,39239,62955,1907,34,34,Glucose-6-phosphate isomerase
PBS,GALK1_MOUSE,GALK1,17,42668,1,1,1,Galactokinase
PBS,GARS_MOUSE,GARS,3249,82624,131,18,18,Glycine--tRNA ligase
PBS,GBB1_MOUSE,GBB1,59,38151,3,2,2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
PBS,GCAA_MOUSE,GCAA,1190,36936,87,8,8,"Ig gamma-2A chain C region, A allele"
PBS,GCDH_MOUSE,GCDH,40,49088,3,1,1,"Glutaryl-CoA dehydrogenase, mitochondrial"
PBS,GDIA_MOUSE,GDIA,3256,51059,125,9,5,Rab GDP dissociation inhibitor alpha
PBS,GDIB_MOUSE,GDIB,8222,51018,339,23,19,Rab GDP dissociation inhibitor beta
PBS,GDIR1_MOUSE,GDIR1,1965,23450,104,7,7,Rho GDP-dissociation inhibitor 1
PBS,GDIR2_MOUSE,GDIR2,21,22894,1,1,1,Rho GDP-dissociation inhibitor 2
PBS,GELS_MOUSE,GELS,331,86287,34,6,6,Gelsolin
PBS,GEPH_MOUSE,GEPH,32,83971,2,2,2,Gephyrin
PBS,GGA1_MOUSE,GGA1,19,70270,1,1,1,ADP-ribosylation factor-binding protein GGA1
PBS,GGYF2_MOUSE,GGYF2,18,149387,1,1,1,GRB10-interacting GYF protein 2
PBS,GLGB_MOUSE,GLGB,2838,80769,145,17,17,"1,4-alpha-glucan-branching enzyme"
PBS,GLNA_MOUSE,GLNA,283,42834,16,3,3,Glutamine synthetase
PBS,GLO2_MOUSE,GLO2,288,34519,26,3,3,"Hydroxyacylglutathione hydrolase, mitochondrial"
PBS,GLOD4_MOUSE,GLOD4,1664,33581,115,12,12,Glyoxalase domain-containing protein 4
PBS,GLRX1_MOUSE,GLRX1,2530,12148,107,4,4,Glutaredoxin-1
PBS,GLRX3_MOUSE,GLRX3,709,38039,45,8,8,Glutaredoxin-3
PBS,GLUCM_MOUSE,GLUCM,842,67236,39,10,10,"D-glutamate cyclase, mitochondrial"
PBS,GLYC_MOUSE,GLYC,42,53138,3,1,1,"Serine hydroxymethyltransferase, cytosolic"
PBS,GLYG_MOUSE,GLYG,1519,37606,95,8,8,Glycogenin-1
PBS,GMFB_MOUSE,GMFB,396,16884,17,2,2,Glia maturation factor beta
PBS,GMPR1_MOUSE,GMPR1,2207,37971,107,10,10,GMP reductase 1
PBS,GNAL_MOUSE,GNAL,47,44794,5,1,1,Guanine nucleotide-binding protein G(olf) subunit alpha
PBS,GP101_MOUSE,GP101,19,56893,1,1,1,Probable G-protein coupled receptor 101
PBS,GPD1L_MOUSE,GPD1L,3746,38828,146,14,13,Glycerol-3-phosphate dehydrogenase 1-like protein
PBS,GPDA_MOUSE,GPDA,26901,38176,1206,24,23,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
PBS,GPR87_MOUSE,GPR87,20,42014,1,1,1,G-protein coupled receptor 87
PBS,GPX1_MOUSE,GPX1,188,22684,25,3,3,Glutathione peroxidase 1
PBS,GPX3_MOUSE,GPX3,272,25720,33,3,3,Glutathione peroxidase 3
PBS,GPX4_MOUSE,GPX4,540,22925,26,3,3,Phospholipid hydroperoxide glutathione peroxidase
PBS,GRB2_MOUSE,GRB2,23,25336,2,1,1,Growth factor receptor-bound protein 2
PBS,GRHPR_MOUSE,GRHPR,2964,35706,180,11,11,Glyoxylate reductase/hydroxypyruvate reductase
PBS,GRP75_MOUSE,GRP75,2383,73701,158,20,20,"Stress-70 protein, mitochondrial"
PBS,GRPE1_MOUSE,GRPE1,186,24520,16,2,2,"GrpE protein homolog 1, mitochondrial"
PBS,GSHB_MOUSE,GSHB,34,52442,2,1,1,Glutathione synthetase
PBS,GSHR_MOUSE,GSHR,1207,54256,74,8,8,"Glutathione reductase, mitochondrial"
PBS,GSTA3_MOUSE,GSTA3,135,25401,19,2,1,Glutathione S-transferase A3
PBS,GSTA4_MOUSE,GSTA4,1056,25547,91,8,7,Glutathione S-transferase A4
PBS,GSTK1_MOUSE,GSTK1,173,25801,9,3,3,Glutathione S-transferase kappa 1
PBS,GSTM1_MOUSE,GSTM1,9929,26067,477,19,16,Glutathione S-transferase Mu 1
PBS,GSTM2_MOUSE,GSTM2,6539,25871,336,18,15,Glutathione S-transferase Mu 2
PBS,GSTM5_MOUSE,GSTM5,4417,27016,195,13,12,Glutathione S-transferase Mu 5
PBS,GSTO1_MOUSE,GSTO1,148,27708,14,6,6,Glutathione S-transferase omega-1
PBS,GSTP1_MOUSE,GSTP1,11558,23765,524,10,3,Glutathione S-transferase P 1
PBS,GSTP2_MOUSE,GSTP2,6122,23693,290,9,2,Glutathione S-transferase P 2
PBS,GSTT1_MOUSE,GSTT1,31,27641,4,2,2,Glutathione S-transferase theta-1
PBS,GYS1_MOUSE,GYS1,3627,84672,225,20,20,"Glycogen [starch] synthase, muscle"
PBS,H10_MOUSE,H10,45,20848,2,2,2,Histone H1.0
PBS,H12_MOUSE,H12,297,21254,19,6,6,Histone H1.2
PBS,H2A2A_MOUSE,H2A2A,166,14087,15,4,4,Histone H2A type 2-A
PBS,H2B1A_MOUSE,H2B1A,107,14285,11,2,2,Histone H2B type 1-A
PBS,H3C_MOUSE,H3C,75,15363,9,2,2,Histone H3.3C
PBS,H4_MOUSE,H4,82,11360,9,2,2,Histone H4
PBS,HA10_MOUSE,HA10,105,37455,5,3,3,"H-2 class I histocompatibility antigen, Q10 alpha chain"
PBS,HBA_MOUSE,HBA,19513,15133,941,11,11,Hemoglobin subunit alpha
PBS,HBB1_MOUSE,HBB1,44005,15944,1570,20,11,Hemoglobin subunit beta-1
PBS,HBB2_MOUSE,HBB2,26001,15982,1078,16,7,Hemoglobin subunit beta-2
PBS,HCD2_MOUSE,HCD2,3139,27516,147,9,9,3-hydroxyacyl-CoA dehydrogenase type-2
PBS,HCDH_MOUSE,HCDH,6541,34613,341,17,17,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
PBS,HDDC2_MOUSE,HDDC2,89,22909,2,1,1,HD domain-containing protein 2
PBS,HDGF_MOUSE,HDGF,151,26367,9,2,2,Hepatoma-derived growth factor
PBS,HDHD2_MOUSE,HDHD2,1716,28883,121,7,7,Haloacid dehalogenase-like hydrolase domain-containing protein 2
PBS,HDHD5_MOUSE,HDHD5,329,46562,23,5,5,Haloacid dehalogenase-like hydrolase domain-containing 5
PBS,HECD1_MOUSE,HECD1,72,292870,2,1,1,E3 ubiquitin-protein ligase HECTD1
PBS,HEM2_MOUSE,HEM2,2407,36456,133,11,11,Delta-aminolevulinic acid dehydratase
PBS,HEM3_MOUSE,HEM3,197,39605,16,3,3,Porphobilinogen deaminase
PBS,HEM4_MOUSE,HEM4,17,28885,1,1,1,Uroporphyrinogen-III synthase
PBS,HEMH_MOUSE,HEMH,37,47670,1,1,1,"Ferrochelatase, mitochondrial"
PBS,HEMO_MOUSE,HEMO,17810,52026,908,26,26,Hemopexin
PBS,HEP2_MOUSE,HEP2,375,54747,29,9,9,Heparin cofactor 2
PBS,HHATL_MOUSE,HHATL,390,57021,27,6,6,Protein-cysteine N-palmitoyltransferase HHAT-like protein
PBS,HIBCH_MOUSE,HIBCH,1140,43295,96,13,13,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"
PBS,HINT1_MOUSE,HINT1,3866,13882,206,6,6,Histidine triad nucleotide-binding protein 1
PBS,HINT2_MOUSE,HINT2,205,17366,14,3,3,"Histidine triad nucleotide-binding protein 2, mitochondrial"
PBS,HMGB1_MOUSE,HMGB1,550,25049,45,3,3,High mobility group protein B1
PBS,HMGCL_MOUSE,HMGCL,294,34673,18,4,4,"Hydroxymethylglutaryl-CoA lyase, mitochondrial"
PBS,HNRPD_MOUSE,HNRPD,26,38501,2,1,1,Heterogeneous nuclear ribonucleoprotein D0
PBS,HNRPK_MOUSE,HNRPK,2185,51230,107,9,9,Heterogeneous nuclear ribonucleoprotein K
PBS,HNRPU_MOUSE,HNRPU,49,88661,2,2,2,Heterogeneous nuclear ribonucleoprotein U
PBS,HOOK3_MOUSE,HOOK3,43,83566,2,1,1,Protein Hook homolog 3
PBS,HOT_MOUSE,HOT,20,50362,1,1,1,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial"
PBS,HPRT_MOUSE,HPRT,182,24783,10,3,3,Hypoxanthine-guanine phosphoribosyltransferase
PBS,HPT_MOUSE,HPT,1255,39241,66,8,8,Haptoglobin
PBS,HRG_MOUSE,HRG,203,60095,13,6,6,Histidine-rich glycoprotein
PBS,HS3S2_MOUSE,HS3S2,27,41865,8,1,1,Heparan sulfate glucosamine 3-O-sulfotransferase 2
PBS,HS71A_MOUSE,HS71A,2978,70321,160,7,3,Heat shock 70 kDa protein 1A
PBS,HS90A_MOUSE,HS90A,5944,85134,294,18,7,Heat shock protein HSP 90-alpha
PBS,HS90B_MOUSE,HS90B,16385,83571,887,35,22,Heat shock protein HSP 90-beta
PBS,HSDL2_MOUSE,HSDL2,38,54516,2,2,2,Hydroxysteroid dehydrogenase-like protein 2
PBS,HSP74_MOUSE,HSP74,1727,94872,100,17,17,Heat shock 70 kDa protein 4
PBS,HSP7C_MOUSE,HSP7C,20369,71055,1011,37,32,Heat shock cognate 71 kDa protein
PBS,HSPB1_MOUSE,HSPB1,4798,23057,283,13,13,Heat shock protein beta-1
PBS,HSPB2_MOUSE,HSPB2,821,20419,61,3,3,Heat shock protein beta-2
PBS,HSPB6_MOUSE,HSPB6,3377,17567,170,9,9,Heat shock protein beta-6
PBS,HSPB7_MOUSE,HSPB7,357,18680,15,2,2,Heat shock protein beta-7
PBS,HTR5B_MOUSE,HTR5B,29,226799,1,1,1,HEAT repeat-containing protein 5B
PBS,HUTH_MOUSE,HUTH,22,72897,1,1,1,Histidine ammonia-lyase
PBS,HUWE1_MOUSE,HUWE1,62,486267,3,2,2,E3 ubiquitin-protein ligase HUWE1
