sample_id,metabolite,value,Tissue,Treatment
CTL-11_R21+,Guanosine,39100.0,Upper_Arm_SkM,Control
4T1-17_R4+,Guanosine,836000.0,Lung,Tumor
4T1-21_R22+,Guanosine,897000.0,Lung,Tumor
4T1-25_R16+,Guanosine,1090000.0,Lung,Tumor
CTL-4_R20+,Guanosine,823000.0,Lung,Control
CTL-8_R13+,Guanosine,1020000.0,Lung,Control
CTL-12_R14+,Guanosine,918000.0,Lung,Control
4T1-1_R7+,Guanine,272000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Guanine,151000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Guanine,392000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Guanine,620000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Guanine,103000.0,Tibialis_anterior,Control
CTL-5_R2+,Guanine,119000.0,Tibialis_anterior,Control
CTL-9_R1+,Guanine,158000.0,Tibialis_anterior,Control
CTL-3_R6+,Guanine,69300.0,Upper_Arm_SkM,Control
CTL-7_R3+,Guanine,113000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Guanine,91100.0,Upper_Arm_SkM,Control
4T1-17_R4+,Guanine,491000.0,Lung,Tumor
4T1-21_R22+,Guanine,598000.0,Lung,Tumor
4T1-25_R16+,Guanine,557000.0,Lung,Tumor
CTL-4_R20+,Guanine,527000.0,Lung,Control
CTL-8_R13+,Guanine,587000.0,Lung,Control
CTL-12_R14+,Guanine,488000.0,Lung,Control
4T1-1_R7+,CMP,191000.0,Tibialis_anterior,Tumor
4T1-15_R11+,CMP,106000.0,Tibialis_anterior,Tumor
4T1-19_R15+,CMP,248000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,CMP,354000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,CMP,155000.0,Tibialis_anterior,Control
CTL-5_R2+,CMP,184000.0,Tibialis_anterior,Control
CTL-9_R1+,CMP,190000.0,Tibialis_anterior,Control
CTL-3_R6+,CMP,115000.0,Upper_Arm_SkM,Control
CTL-7_R3+,CMP,42600.0,Upper_Arm_SkM,Control
CTL-11_R21+,CMP,134000.0,Upper_Arm_SkM,Control
4T1-17_R4+,CMP,621000.0,Lung,Tumor
4T1-21_R22+,CMP,943000.0,Lung,Tumor
4T1-25_R16+,CMP,830000.0,Lung,Tumor
CTL-4_R20+,CMP,661000.0,Lung,Control
CTL-8_R13+,CMP,405000.0,Lung,Control
CTL-12_R14+,CMP,493000.0,Lung,Control
4T1-1_R7+,Cytidine,1130000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Cytidine,882000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Cytidine,1980000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Cytidine,1120000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Cytidine,688000.0,Tibialis_anterior,Control
CTL-5_R2+,Cytidine,578000.0,Tibialis_anterior,Control
CTL-9_R1+,Cytidine,722000.0,Tibialis_anterior,Control
CTL-3_R6+,Cytidine,429000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Cytidine,335000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Cytidine,398000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Cytidine,1130000.0,Lung,Tumor
4T1-21_R22+,Cytidine,1260000.0,Lung,Tumor
4T1-25_R16+,Cytidine,1470000.0,Lung,Tumor
CTL-4_R20+,Cytidine,1340000.0,Lung,Control
CTL-8_R13+,Cytidine,1860000.0,Lung,Control
CTL-12_R14+,Cytidine,1470000.0,Lung,Control
4T1-1_R7+,Cytosine,817000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Cytosine,527000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Cytosine,1130000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Cytosine,605000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Cytosine,449000.0,Tibialis_anterior,Control
CTL-5_R2+,Cytosine,397000.0,Tibialis_anterior,Control
CTL-9_R1+,Cytosine,405000.0,Tibialis_anterior,Control
CTL-3_R6+,Cytosine,262000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Cytosine,180000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Cytosine,183000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Cytosine,666000.0,Lung,Tumor
4T1-21_R22+,Cytosine,845000.0,Lung,Tumor
4T1-25_R16+,Cytosine,869000.0,Lung,Tumor
CTL-4_R20+,Cytosine,814000.0,Lung,Control
CTL-8_R13+,Cytosine,1080000.0,Lung,Control
CTL-12_R14+,Cytosine,1140000.0,Lung,Control
4T1-1_R7+,Thymidine,14800.0,Tibialis_anterior,Tumor
4T1-15_R11+,Thymidine,4990.0,Tibialis_anterior,Tumor
4T1-19_R15+,Thymidine,9020.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Thymidine,4640.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Thymidine,4130.0,Tibialis_anterior,Control
CTL-5_R2+,Thymidine,8440.0,Tibialis_anterior,Control
CTL-9_R1+,Thymidine,6690.0,Tibialis_anterior,Control
CTL-3_R6+,Thymidine,4060.0,Upper_Arm_SkM,Control
CTL-7_R3+,Thymidine,6310.0,Upper_Arm_SkM,Control
CTL-11_R21+,Thymidine,5190.0,Upper_Arm_SkM,Control
4T1-17_R4+,Thymidine,12500.0,Lung,Tumor
4T1-21_R22+,Thymidine,0.0,Lung,Tumor
4T1-25_R16+,Thymidine,0.0,Lung,Tumor
CTL-4_R20+,Thymidine,0.0,Lung,Control
CTL-8_R13+,Thymidine,7890.0,Lung,Control
CTL-12_R14+,Thymidine,0.0,Lung,Control
4T1-1_R7+,Thymine,29900.0,Tibialis_anterior,Tumor
4T1-15_R11+,Thymine,30000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Thymine,26400.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Thymine,37800.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Thymine,21500.0,Tibialis_anterior,Control
CTL-5_R2+,Thymine,22200.0,Tibialis_anterior,Control
CTL-9_R1+,Thymine,34900.0,Tibialis_anterior,Control
CTL-3_R6+,Thymine,19300.0,Upper_Arm_SkM,Control
CTL-7_R3+,Thymine,19400.0,Upper_Arm_SkM,Control
CTL-11_R21+,Thymine,19900.0,Upper_Arm_SkM,Control
4T1-17_R4+,Thymine,14800.0,Lung,Tumor
4T1-21_R22+,Thymine,49300.0,Lung,Tumor
4T1-25_R16+,Thymine,24800.0,Lung,Tumor
CTL-4_R20+,Thymine,11700.0,Lung,Control
CTL-8_R13+,Thymine,11500.0,Lung,Control
CTL-12_R14+,Thymine,14300.0,Lung,Control
4T1-1_R7+,UMP,804000.0,Tibialis_anterior,Tumor
4T1-15_R11+,UMP,296000.0,Tibialis_anterior,Tumor
4T1-19_R15+,UMP,966000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,UMP,1060000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,UMP,1340000.0,Tibialis_anterior,Control
CTL-5_R2+,UMP,1070000.0,Tibialis_anterior,Control
CTL-9_R1+,UMP,1170000.0,Tibialis_anterior,Control
CTL-3_R6+,UMP,829000.0,Upper_Arm_SkM,Control
CTL-7_R3+,UMP,843000.0,Upper_Arm_SkM,Control
CTL-11_R21+,UMP,1180000.0,Upper_Arm_SkM,Control
4T1-17_R4+,UMP,1500000.0,Lung,Tumor
4T1-21_R22+,UMP,2590000.0,Lung,Tumor
4T1-25_R16+,UMP,1550000.0,Lung,Tumor
CTL-4_R20+,UMP,1600000.0,Lung,Control
CTL-8_R13+,UMP,1050000.0,Lung,Control
CTL-12_R14+,UMP,1180000.0,Lung,Control
4T1-1_R7+,Uracil,525000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Uracil,333000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Uracil,1190000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Uracil,1130000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Uracil,267000.0,Tibialis_anterior,Control
CTL-5_R2+,Uracil,345000.0,Tibialis_anterior,Control
CTL-9_R1+,Uracil,170000.0,Tibialis_anterior,Control
CTL-3_R6+,Uracil,204000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Uracil,180000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Uracil,159000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Uracil,438000.0,Lung,Tumor
4T1-21_R22+,Uracil,1340000.0,Lung,Tumor
4T1-25_R16+,Uracil,824000.0,Lung,Tumor
CTL-4_R20+,Uracil,412000.0,Lung,Control
CTL-8_R13+,Uracil,409000.0,Lung,Control
CTL-12_R14+,Uracil,423000.0,Lung,Control
4T1-1_R7+,IMP,57400000.0,Tibialis_anterior,Tumor
4T1-15_R11+,IMP,30300000.0,Tibialis_anterior,Tumor
4T1-19_R15+,IMP,47300000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,IMP,44700000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,IMP,54900000.0,Tibialis_anterior,Control
CTL-5_R2+,IMP,62000000.0,Tibialis_anterior,Control
CTL-9_R1+,IMP,46800000.0,Tibialis_anterior,Control
CTL-3_R6+,IMP,62200000.0,Upper_Arm_SkM,Control
CTL-7_R3+,IMP,57700000.0,Upper_Arm_SkM,Control
CTL-11_R21+,IMP,64900000.0,Upper_Arm_SkM,Control
4T1-17_R4+,IMP,3460000.0,Lung,Tumor
4T1-21_R22+,IMP,4770000.0,Lung,Tumor
4T1-25_R16+,IMP,3980000.0,Lung,Tumor
CTL-4_R20+,IMP,1140000.0,Lung,Control
CTL-8_R13+,IMP,1100000.0,Lung,Control
CTL-12_R14+,IMP,850000.0,Lung,Control
4T1-1_R7+,Inosine,11300000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Inosine,6730000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Inosine,17600000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Inosine,16600000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Inosine,3790000.0,Tibialis_anterior,Control
CTL-5_R2+,Inosine,4680000.0,Tibialis_anterior,Control
CTL-9_R1+,Inosine,3170000.0,Tibialis_anterior,Control
CTL-3_R6+,Inosine,4830000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Inosine,4040000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Inosine,3140000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Inosine,2080000.0,Lung,Tumor
4T1-21_R22+,Inosine,4800000.0,Lung,Tumor
4T1-25_R16+,Inosine,5690000.0,Lung,Tumor
CTL-4_R20+,Inosine,2340000.0,Lung,Control
CTL-8_R13+,Inosine,4020000.0,Lung,Control
CTL-12_R14+,Inosine,5010000.0,Lung,Control
4T1-1_R7+,Hypoxanthine,48800000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Hypoxanthine,32100000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Hypoxanthine,84600000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Hypoxanthine,88300000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Hypoxanthine,23300000.0,Tibialis_anterior,Control
CTL-5_R2+,Hypoxanthine,28900000.0,Tibialis_anterior,Control
CTL-9_R1+,Hypoxanthine,24300000.0,Tibialis_anterior,Control
CTL-3_R6+,Hypoxanthine,29100000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Hypoxanthine,26300000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Hypoxanthine,23200000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Hypoxanthine,24500000.0,Lung,Tumor
4T1-21_R22+,Hypoxanthine,47500000.0,Lung,Tumor
4T1-25_R16+,Hypoxanthine,41000000.0,Lung,Tumor
CTL-4_R20+,Hypoxanthine,26400000.0,Lung,Control
CTL-8_R13+,Hypoxanthine,48500000.0,Lung,Control
CTL-12_R14+,Hypoxanthine,50400000.0,Lung,Control
4T1-1_R7+,Xanthosine,2130.0,Tibialis_anterior,Tumor
4T1-15_R11+,Xanthosine,0.0,Tibialis_anterior,Tumor
4T1-19_R15+,Xanthosine,14900.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Xanthosine,8060.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Xanthosine,0.0,Tibialis_anterior,Control
CTL-5_R2+,Xanthosine,2230.0,Tibialis_anterior,Control
CTL-9_R1+,Xanthosine,2100.0,Tibialis_anterior,Control
CTL-3_R6+,Xanthosine,0.0,Upper_Arm_SkM,Control
CTL-7_R3+,Xanthosine,0.0,Upper_Arm_SkM,Control
CTL-11_R21+,Xanthosine,0.0,Upper_Arm_SkM,Control
4T1-17_R4+,Xanthosine,5560.0,Lung,Tumor
4T1-21_R22+,Xanthosine,19400.0,Lung,Tumor
4T1-25_R16+,Xanthosine,19000.0,Lung,Tumor
CTL-4_R20+,Xanthosine,4320.0,Lung,Control
CTL-8_R13+,Xanthosine,9030.0,Lung,Control
CTL-12_R14+,Xanthosine,8160.0,Lung,Control
4T1-1_R7+,Xanthine,1430000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Xanthine,889000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Xanthine,3650000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Xanthine,2490000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Xanthine,1010000.0,Tibialis_anterior,Control
CTL-5_R2+,Xanthine,1390000.0,Tibialis_anterior,Control
CTL-9_R1+,Xanthine,1480000.0,Tibialis_anterior,Control
CTL-3_R6+,Xanthine,1060000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Xanthine,921000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Xanthine,1030000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Xanthine,1930000.0,Lung,Tumor
4T1-21_R22+,Xanthine,3750000.0,Lung,Tumor
4T1-25_R16+,Xanthine,2750000.0,Lung,Tumor
CTL-4_R20+,Xanthine,1760000.0,Lung,Control
CTL-8_R13+,Xanthine,2370000.0,Lung,Control
CTL-12_R14+,Xanthine,2900000.0,Lung,Control
4T1-1_R7+,Urate,442000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Urate,297000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Urate,964000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Urate,360000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Urate,354000.0,Tibialis_anterior,Control
CTL-5_R2+,Urate,549000.0,Tibialis_anterior,Control
CTL-9_R1+,Urate,366000.0,Tibialis_anterior,Control
CTL-3_R6+,Urate,259000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Urate,284000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Urate,277000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Urate,2090000.0,Lung,Tumor
4T1-21_R22+,Urate,2200000.0,Lung,Tumor
4T1-25_R16+,Urate,2010000.0,Lung,Tumor
CTL-4_R20+,Urate,1360000.0,Lung,Control
CTL-8_R13+,Urate,1150000.0,Lung,Control
CTL-12_R14+,Urate,1290000.0,Lung,Control
4T1-1_R7+,5-Hydroxyisourate,1330000.0,Tibialis_anterior,Tumor
4T1-15_R11+,5-Hydroxyisourate,2600000.0,Tibialis_anterior,Tumor
4T1-19_R15+,5-Hydroxyisourate,3080000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,5-Hydroxyisourate,3630000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,5-Hydroxyisourate,4270000.0,Tibialis_anterior,Control
CTL-5_R2+,5-Hydroxyisourate,2760000.0,Tibialis_anterior,Control
CTL-9_R1+,5-Hydroxyisourate,2390000.0,Tibialis_anterior,Control
CTL-3_R6+,5-Hydroxyisourate,2860000.0,Upper_Arm_SkM,Control
CTL-7_R3+,5-Hydroxyisourate,3850000.0,Upper_Arm_SkM,Control
CTL-11_R21+,5-Hydroxyisourate,3470000.0,Upper_Arm_SkM,Control
4T1-17_R4+,5-Hydroxyisourate,1590000.0,Lung,Tumor
4T1-21_R22+,5-Hydroxyisourate,957000.0,Lung,Tumor
4T1-25_R16+,5-Hydroxyisourate,676000.0,Lung,Tumor
CTL-4_R20+,5-Hydroxyisourate,85400.0,Lung,Control
CTL-8_R13+,5-Hydroxyisourate,470000.0,Lung,Control
CTL-12_R14+,5-Hydroxyisourate,25800.0,Lung,Control
4T1-1_R7+,(S)(+)-Allantoin,395000.0,Tibialis_anterior,Tumor
4T1-15_R11+,(S)(+)-Allantoin,323000.0,Tibialis_anterior,Tumor
4T1-19_R15+,(S)(+)-Allantoin,428000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,(S)(+)-Allantoin,323000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,(S)(+)-Allantoin,407000.0,Tibialis_anterior,Control
CTL-5_R2+,(S)(+)-Allantoin,297000.0,Tibialis_anterior,Control
CTL-9_R1+,(S)(+)-Allantoin,359000.0,Tibialis_anterior,Control
CTL-3_R6+,(S)(+)-Allantoin,433000.0,Upper_Arm_SkM,Control
CTL-7_R3+,(S)(+)-Allantoin,327000.0,Upper_Arm_SkM,Control
CTL-11_R21+,(S)(+)-Allantoin,305000.0,Upper_Arm_SkM,Control
4T1-17_R4+,(S)(+)-Allantoin,348000.0,Lung,Tumor
4T1-21_R22+,(S)(+)-Allantoin,225000.0,Lung,Tumor
4T1-25_R16+,(S)(+)-Allantoin,282000.0,Lung,Tumor
CTL-4_R20+,(S)(+)-Allantoin,276000.0,Lung,Control
CTL-8_R13+,(S)(+)-Allantoin,399000.0,Lung,Control
CTL-12_R14+,(S)(+)-Allantoin,212000.0,Lung,Control
4T1-1_R7+,Allantoate,40800.0,Tibialis_anterior,Tumor
4T1-15_R11+,Allantoate,23000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Allantoate,68200.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Allantoate,32400.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Allantoate,0.0,Tibialis_anterior,Control
CTL-5_R2+,Allantoate,30700.0,Tibialis_anterior,Control
CTL-9_R1+,Allantoate,28400.0,Tibialis_anterior,Control
CTL-3_R6+,Allantoate,12900.0,Upper_Arm_SkM,Control
CTL-7_R3+,Allantoate,23000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Allantoate,18100.0,Upper_Arm_SkM,Control
4T1-17_R4+,Allantoate,135000.0,Lung,Tumor
4T1-21_R22+,Allantoate,265000.0,Lung,Tumor
4T1-25_R16+,Allantoate,408000.0,Lung,Tumor
CTL-4_R20+,Allantoate,68900.0,Lung,Control
CTL-8_R13+,Allantoate,172000.0,Lung,Control
CTL-12_R14+,Allantoate,77800.0,Lung,Control
4T1-1_R7+,"3',5'-Cyclic IMP",16100.0,Tibialis_anterior,Tumor
4T1-15_R11+,"3',5'-Cyclic IMP",10700.0,Tibialis_anterior,Tumor
4T1-19_R15+,"3',5'-Cyclic IMP",19100.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,"3',5'-Cyclic IMP",14900.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,"3',5'-Cyclic IMP",20000.0,Tibialis_anterior,Control
CTL-5_R2+,"3',5'-Cyclic IMP",17100.0,Tibialis_anterior,Control
CTL-9_R1+,"3',5'-Cyclic IMP",6660.0,Tibialis_anterior,Control
CTL-3_R6+,"3',5'-Cyclic IMP",10600.0,Upper_Arm_SkM,Control
CTL-7_R3+,"3',5'-Cyclic IMP",3670.0,Upper_Arm_SkM,Control
CTL-11_R21+,"3',5'-Cyclic IMP",19300.0,Upper_Arm_SkM,Control
4T1-17_R4+,"3',5'-Cyclic IMP",0.0,Lung,Tumor
4T1-21_R22+,"3',5'-Cyclic IMP",0.0,Lung,Tumor
4T1-25_R16+,"3',5'-Cyclic IMP",0.0,Lung,Tumor
CTL-4_R20+,"3',5'-Cyclic IMP",0.0,Lung,Control
CTL-8_R13+,"3',5'-Cyclic IMP",2260.0,Lung,Control
CTL-12_R14+,"3',5'-Cyclic IMP",0.0,Lung,Control
4T1-1_R7+,Adenylyl sulfate,140000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Adenylyl sulfate,114000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Adenylyl sulfate,131000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Adenylyl sulfate,132000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Adenylyl sulfate,148000.0,Tibialis_anterior,Control
CTL-5_R2+,Adenylyl sulfate,125000.0,Tibialis_anterior,Control
CTL-9_R1+,Adenylyl sulfate,124000.0,Tibialis_anterior,Control
CTL-3_R6+,Adenylyl sulfate,135000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Adenylyl sulfate,145000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Adenylyl sulfate,159000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Adenylyl sulfate,21400.0,Lung,Tumor
4T1-21_R22+,Adenylyl sulfate,38400.0,Lung,Tumor
4T1-25_R16+,Adenylyl sulfate,41200.0,Lung,Tumor
CTL-4_R20+,Adenylyl sulfate,2230.0,Lung,Control
CTL-8_R13+,Adenylyl sulfate,9920.0,Lung,Control
CTL-12_R14+,Adenylyl sulfate,0.0,Lung,Control
4T1-1_R7+,Pyridoxal,53700.0,Tibialis_anterior,Tumor
4T1-15_R11+,Pyridoxal,16400.0,Tibialis_anterior,Tumor
4T1-19_R15+,Pyridoxal,35600.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Pyridoxal,75700.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Pyridoxal,3090.0,Tibialis_anterior,Control
CTL-5_R2+,Pyridoxal,16800.0,Tibialis_anterior,Control
CTL-9_R1+,Pyridoxal,2950.0,Tibialis_anterior,Control
CTL-3_R6+,Pyridoxal,18300.0,Upper_Arm_SkM,Control
CTL-7_R3+,Pyridoxal,2970.0,Upper_Arm_SkM,Control
CTL-11_R21+,Pyridoxal,8180.0,Upper_Arm_SkM,Control
4T1-17_R4+,Pyridoxal,31800.0,Lung,Tumor
4T1-21_R22+,Pyridoxal,19600.0,Lung,Tumor
4T1-25_R16+,Pyridoxal,9530.0,Lung,Tumor
CTL-4_R20+,Pyridoxal,24200.0,Lung,Control
CTL-8_R13+,Pyridoxal,28200.0,Lung,Control
CTL-12_R14+,Pyridoxal,10400.0,Lung,Control
4T1-1_R7+,Nicotinamide,89000000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Nicotinamide,55800000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Nicotinamide,46000000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Nicotinamide,62700000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Nicotinamide,87000000.0,Tibialis_anterior,Control
CTL-5_R2+,Nicotinamide,78100000.0,Tibialis_anterior,Control
CTL-9_R1+,Nicotinamide,102000000.0,Tibialis_anterior,Control
CTL-3_R6+,Nicotinamide,66200000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Nicotinamide,58500000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Nicotinamide,59700000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Nicotinamide,23500000.0,Lung,Tumor
4T1-21_R22+,Nicotinamide,24200000.0,Lung,Tumor
4T1-25_R16+,Nicotinamide,19700000.0,Lung,Tumor
CTL-4_R20+,Nicotinamide,18300000.0,Lung,Control
CTL-8_R13+,Nicotinamide,14800000.0,Lung,Control
CTL-12_R14+,Nicotinamide,21000000.0,Lung,Control
4T1-1_R7+,Nicotinate ribonucleotide,3550.0,Tibialis_anterior,Tumor
4T1-15_R11+,Nicotinate ribonucleotide,145000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Nicotinate ribonucleotide,0.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Nicotinate ribonucleotide,4380.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Nicotinate ribonucleotide,0.0,Tibialis_anterior,Control
CTL-5_R2+,Nicotinate ribonucleotide,0.0,Tibialis_anterior,Control
CTL-9_R1+,Nicotinate ribonucleotide,6230.0,Tibialis_anterior,Control
CTL-3_R6+,Nicotinate ribonucleotide,27400.0,Upper_Arm_SkM,Control
CTL-7_R3+,Nicotinate ribonucleotide,28100.0,Upper_Arm_SkM,Control
CTL-11_R21+,Nicotinate ribonucleotide,0.0,Upper_Arm_SkM,Control
4T1-17_R4+,Nicotinate ribonucleotide,5010.0,Lung,Tumor
4T1-21_R22+,Nicotinate ribonucleotide,0.0,Lung,Tumor
4T1-25_R16+,Nicotinate ribonucleotide,0.0,Lung,Tumor
CTL-4_R20+,Nicotinate ribonucleotide,0.0,Lung,Control
CTL-8_R13+,Nicotinate ribonucleotide,0.0,Lung,Control
CTL-12_R14+,Nicotinate ribonucleotide,0.0,Lung,Control
4T1-1_R7+,NADPH,32600.0,Tibialis_anterior,Tumor
4T1-15_R11+,NADPH,44500.0,Tibialis_anterior,Tumor
4T1-19_R15+,NADPH,66100.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,NADPH,0.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,NADPH,57500.0,Tibialis_anterior,Control
CTL-5_R2+,NADPH,22200.0,Tibialis_anterior,Control
CTL-9_R1+,NADPH,44600.0,Tibialis_anterior,Control
CTL-3_R6+,NADPH,30400.0,Upper_Arm_SkM,Control
CTL-7_R3+,NADPH,0.0,Upper_Arm_SkM,Control
CTL-11_R21+,NADPH,21800.0,Upper_Arm_SkM,Control
4T1-17_R4+,NADPH,0.0,Lung,Tumor
4T1-21_R22+,NADPH,0.0,Lung,Tumor
4T1-25_R16+,NADPH,0.0,Lung,Tumor
CTL-4_R20+,NADPH,0.0,Lung,Control
CTL-8_R13+,NADPH,0.0,Lung,Control
CTL-12_R14+,NADPH,0.0,Lung,Control
4T1-1_R7+,NADH,18400.0,Tibialis_anterior,Tumor
4T1-15_R11+,NADH,11700.0,Tibialis_anterior,Tumor
4T1-19_R15+,NADH,0.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,NADH,0.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,NADH,1380.0,Tibialis_anterior,Control
CTL-5_R2+,NADH,4770.0,Tibialis_anterior,Control
CTL-9_R1+,NADH,2420.0,Tibialis_anterior,Control
CTL-3_R6+,NADH,7770.0,Upper_Arm_SkM,Control
CTL-7_R3+,NADH,4350.0,Upper_Arm_SkM,Control
CTL-11_R21+,NADH,2300.0,Upper_Arm_SkM,Control
4T1-17_R4+,NADH,0.0,Lung,Tumor
4T1-21_R22+,NADH,0.0,Lung,Tumor
4T1-25_R16+,NADH,0.0,Lung,Tumor
CTL-4_R20+,NADH,0.0,Lung,Control
CTL-8_R13+,NADH,0.0,Lung,Control
CTL-12_R14+,NADH,0.0,Lung,Control
4T1-1_R7+,Glutathione,61600000.0,Tibialis_anterior,Tumor
4T1-15_R11+,Glutathione,36500000.0,Tibialis_anterior,Tumor
4T1-19_R15+,Glutathione,46000000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,Glutathione,49200000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,Glutathione,54200000.0,Tibialis_anterior,Control
CTL-5_R2+,Glutathione,70200000.0,Tibialis_anterior,Control
CTL-9_R1+,Glutathione,51800000.0,Tibialis_anterior,Control
CTL-3_R6+,Glutathione,66100000.0,Upper_Arm_SkM,Control
CTL-7_R3+,Glutathione,59100000.0,Upper_Arm_SkM,Control
CTL-11_R21+,Glutathione,51200000.0,Upper_Arm_SkM,Control
4T1-17_R4+,Glutathione,68100000.0,Lung,Tumor
4T1-21_R22+,Glutathione,89500000.0,Lung,Tumor
4T1-25_R16+,Glutathione,48200000.0,Lung,Tumor
