Protein_A,Protein_B,Correlation,P_value,N_Observations,Interaction_Type,Mean_Delta_A,Mean_Delta_B
PLOD1,TIMP1,0.9999613833233829,0.005594792268498053,3,Synergistic (both change together),0.194728249064843,0.3423992856016427
LRG1,SLPI,-0.9999610894263907,0.005616041981207322,3,Antagonistic (opposite changes),0.4227345103859284,0.11119260016189453
GDF6,POSTN,0.999961043329161,0.00561936767141337,3,Synergistic (both change together),-0.04749830280771674,1.1101807190705941
CLEC3B,S100A8,0.9999603585290847,0.005668542875590019,3,Synergistic (both change together),0.1742064459578582,0.018830675639892675
Asah1,Car2,-0.9999599912640468,0.005694741092567339,3,Antagonistic (opposite changes),0.16210733241592556,-0.056229972643883096
ADAM17,HSPG2,0.9999597542362669,0.005711585258278827,3,Synergistic (both change together),-0.12262168445587351,-0.12494965181247858
Cd34,Sod3,0.9999594891991168,0.005730361251783219,3,Synergistic (both change together),-0.31532062772497876,0.2100944341837939
DCN,MATN3,-0.9999590310611298,0.005762672798652712,3,Antagonistic (opposite changes),0.23074543697766361,-1.000424115967756
Gpx7,Igfbp5,0.9999590003974733,0.0057648289781645585,3,Synergistic (both change together),-0.042931573186577365,0.3077467085708498
COL18A1,PDF,0.9999589083538845,0.005771296378730474,3,Synergistic (both change together),0.12824370494321122,-0.26118423013350783
SPON2,TGFB1,-0.9999587726915279,0.005780815441120189,3,Antagonistic (opposite changes),0.14520812386599793,0.06569377084860824
COL1A1,MFAP1,-0.9999587152934601,0.005784838193561503,3,Antagonistic (opposite changes),0.06443411039201517,-0.16313030526852945
Aspn,Hmcn2,0.999958636535854,0.0057903533843590566,3,Synergistic (both change together),0.33697457805895437,-0.09835469967540429
Crlf3,Lama2,0.9999585816938535,0.005794190726984849,3,Synergistic (both change together),0.0002779362239905316,0.0005602462535019027
CHRDL2,MATN4,0.999958341781495,0.005810947814783549,3,Synergistic (both change together),-0.5723148487450705,-0.1368106349372141
EFEMP2,ITIH6,0.9999581586211499,0.005823708505426272,3,Synergistic (both change together),0.054247319259626225,0.18192102139412494
Chad,Mif,-0.9999580926904873,0.005828295023749076,3,Antagonistic (opposite changes),-0.5445727916974589,0.27310553463893744
Pecam1,Smoc2,0.9999573758030015,0.00587793485672168,3,Synergistic (both change together),-0.1459584310544788,1.4258204970986965
Gpx7,Stx4a,-0.9999561360958811,0.005962801473079793,3,Antagonistic (opposite changes),-0.042931573186577365,-0.1911115306757255
Fgg,Pcyox1,-0.9999558983460826,0.005978939451167705,3,Antagonistic (opposite changes),-0.21476797839045222,-0.056526681409984826
Chad,Cp,-0.9999556008679205,0.005999070530773892,3,Antagonistic (opposite changes),-0.5445727916974589,0.14948650473322375
Cd151,Ist1,0.9999555346453055,0.006003542792254285,3,Synergistic (both change together),0.05384245169299986,-0.029145804818879063
Hsd17b12,Serpina3m,0.9999552786132034,0.006020802350875041,3,Synergistic (both change together),-0.2501854416605138,0.27137238281532733
Hnrnpm,Snca,-0.9999548638869168,0.006048655259535012,3,Antagonistic (opposite changes),-0.082715036071853,0.03404394692677501
FMOD,SCUBE1,-0.9999547155415015,0.006058587007355974,3,Antagonistic (opposite changes),0.03753943607681196,-0.6981558880442552
DSP,NID1,0.999954425064774,4.557493522616696e-05,4,Synergistic (both change together),-0.2166400898539064,-0.3332616654685407
COL6A2,FGL2,0.9999539477689622,0.006109731498106359,3,Synergistic (both change together),0.13611330039376146,-0.2131744039929416
IGFBP6,TGFBI,-0.9999530135710505,0.006171390688193743,3,Antagonistic (opposite changes),-0.05180696570174726,0.006405592465389733
EPYC,HTRA1,0.9999521819804974,0.006225763855974585,3,Synergistic (both change together),0.8760482804297104,0.6257332947626288
Aebp1,Lama5,-0.9999516557355017,0.006259928158854742,3,Antagonistic (opposite changes),0.11216602353347993,0.027919741686929112
Pcyox1,Pzp,-0.9999513980825506,0.006276587412300222,3,Antagonistic (opposite changes),-0.056526681409984826,-0.057003441108831966
INHBA,SMOC1,0.9999508485198684,0.0063119739807238695,3,Synergistic (both change together),0.30496775933932657,0.1615638362717971
S100A1,SPP1,-0.9999507880394497,0.006315856229989424,3,Antagonistic (opposite changes),-0.29022975094401976,-0.45150912804633364
Ambp,Hspd1,0.9999504530364934,0.0063373170629183,3,Synergistic (both change together),0.5720646880992682,-0.08204336396025906
EMILIN2,SERPINA5,0.999950360910092,0.006343206100902294,3,Synergistic (both change together),-0.5416240235565718,-0.11481266528465493
ANXA7,COL4A5,-0.9999500714330997,0.0063616749952178095,3,Antagonistic (opposite changes),-0.21200672668127804,0.23566724893794788
Cspg4,Vwf,-0.9999499299057203,5.0070094279819344e-05,4,Antagonistic (opposite changes),-0.16960393533131374,0.06624495371875155
Selenop,Them6,0.9999498868464958,0.0063734238447616795,3,Synergistic (both change together),0.025255838577884063,0.2550322345728644
Col5a2,Emilin2,0.9999494791096234,0.006399299657680644,3,Synergistic (both change together),0.07497894004952277,-0.23098420476836598
Akr1b3,Rbmx,0.9999476540527051,0.0065138619028146764,3,Synergistic (both change together),0.2797460756205002,0.007144697528488131
Gpx7,Mcam,-0.999947270061351,0.006537710150176405,3,Antagonistic (opposite changes),-0.042931573186577365,-0.2771266558817771
Hsd17b12,Prkaca,0.9999468805482006,0.006561812786531395,3,Synergistic (both change together),-0.2501854416605138,0.018181536241860825
Adam9,Plxnb2,-0.9999467584364672,0.0065693507169931244,3,Antagonistic (opposite changes),0.03542010073977423,-0.12224824879026751
Lama4,Lgi1,-0.9999466575858288,0.006575569689658038,3,Antagonistic (opposite changes),-0.1308891855553329,0.007096767801054764
Col3a1,Lman1,-0.9999464993352333,0.00658531640311681,3,Antagonistic (opposite changes),0.11010250081523676,-0.09428589716223201
Lrpap1,Pon2,-0.9999452941268516,0.006659077628732512,3,Antagonistic (opposite changes),0.04071089538990686,-0.07961975271916313
Col4a2,Lgalsl,-0.9999448080913337,0.0066885938457830274,3,Antagonistic (opposite changes),0.07560058829432173,-0.0418522326100109
CXCL12,GDF5,0.9999446524627382,0.006698017448853056,3,Synergistic (both change together),-0.15744204062858472,0.1518947261098848
CRLF1,SERPINA5,0.9999438281115816,0.0067477139865643075,3,Synergistic (both change together),0.9262204024696703,-0.19758037611001467
Lgi1,S100a9,0.9999437541306873,0.0067521560869438155,3,Synergistic (both change together),0.007096767801054764,0.11459801621890965
BCAN,FBLN7,0.9999432582860801,0.006781853425960559,3,Synergistic (both change together),-0.08641446358761873,-0.008508612556035225
Lamb1,Pon2,-0.999942528144535,0.006825348167078625,3,Antagonistic (opposite changes),-0.47093366018370714,-0.07961975271916313
Selenop,Serpina1b,0.9999419896470602,0.006857249858031762,3,Synergistic (both change together),0.025255838577884063,0.07633933220016724
COL28A1,ECM1,0.9999397227467864,0.006989949355550392,3,Synergistic (both change together),-0.1146388882790393,0.2882249665840418
ANXA7,EDIL3,0.9999394297272096,0.007006918687963575,3,Synergistic (both change together),-0.19765446795025687,-0.050960107988062164
Gsn,Pltp,-0.9999382868120676,0.007072718041955082,3,Antagonistic (opposite changes),-0.31921928661504945,0.1040030880932255
SPON2,THBS4,-0.9999382683729492,0.0070737745931692166,3,Antagonistic (opposite changes),0.14520812386599793,-0.2153150041575154
CPN2,TGM3,0.9999378525195529,0.007097560991028844,3,Synergistic (both change together),0.43125585131668487,-0.8370419984429578
CXCL12,MMP3,-0.999936832545007,0.007155567728404785,3,Antagonistic (opposite changes),-0.15744204062858472,0.2791378212647263
Gba,Hspd1,-0.9999367398695297,0.0071608149683503606,3,Antagonistic (opposite changes),-0.2171792140123786,-0.0296544211901399
Dpp4,Itga6,-0.9999363694871388,0.0071817475601809524,3,Antagonistic (opposite changes),-0.5007142914609696,-0.23713948586612568
Crlf3,Ctsb,-0.999935465329858,0.0072325926168324926,3,Antagonistic (opposite changes),0.0002779362239905316,0.08234091377044078
COL14A1,ITIH6,0.9999348790457938,0.0072653719927393235,3,Synergistic (both change together),-0.6001549921748652,0.18192102139412494
COL8A1,THSD4,-0.9999347655282467,0.007271701729977697,3,Antagonistic (opposite changes),0.395501679015918,-0.0372592380748602
Gstm2,Hsd17b12,-0.9999341722404744,0.007304694210538089,3,Antagonistic (opposite changes),0.619715567090219,-0.2501854416605138
IGFBP7,MFAP5,0.9999332620729975,0.007355020583156548,3,Synergistic (both change together),0.11261089543977554,-0.5233027470918122
LRG1,TIMP1,0.9999329476341955,0.007372327173626921,3,Synergistic (both change together),0.4227345103859284,-0.03551259438161688
Cd81,Gpi1,0.9999329238118618,0.007373636690456187,3,Synergistic (both change together),-0.09434831414397722,0.16690665579621058
CHADL,SERPINA5,0.9999326465873286,0.0073888586953870525,3,Synergistic (both change together),-0.130614334346791,-0.19758037611001467
Cma1,Serping1,0.9999316391472564,0.007443913719004893,3,Synergistic (both change together),0.19306224713928666,-0.13844136358345777
Agrn,Creld2,0.999930794683066,0.007489750599386989,3,Synergistic (both change together),-0.05095956186178754,-0.06926867178344308
Gpc4,Itih4,0.9999307586984437,0.0074916975879958355,3,Synergistic (both change together),0.04377264909569897,0.20678565626479908
AGRN,NGLY1,0.9999307173176052,0.007493935919722226,3,Synergistic (both change together),-0.1146813898258785,-0.238777699689852
COL10A1,COL4A2,-0.9999304385394674,0.007508997925526366,3,Antagonistic (opposite changes),0.32325406295007125,0.0020113174118170673
Crlf3,Fgb,0.9999298512884347,0.007540627870897938,3,Synergistic (both change together),0.0002779362239905316,-0.0664058540722849
IGFBP3,SEMA3A,-0.9999298080876541,0.007542949472212153,3,Antagonistic (opposite changes),0.10806846084091243,0.7766243461598726
Fgf1,Plxnb1,-0.999929749170188,0.007546114533797935,3,Antagonistic (opposite changes),-0.15508984841158296,0.01830350733316123
FSTL1,SPP1,0.999929232665081,0.007573804702261674,3,Synergistic (both change together),-0.18690941028632477,-0.45150912804633364
Ctsl,Plxnb1,0.9999289667278422,0.007588022362169204,3,Synergistic (both change together),0.027669956241326194,0.01830350733316123
C1qc,Fgf1,-0.999928708866574,0.007601782869714571,3,Antagonistic (opposite changes),-0.08157330872994208,-0.009482602714367605
Klkb1,Tbc1d15,-0.9999272046821868,0.00768156091031471,3,Antagonistic (opposite changes),-0.08954415763750594,-0.07195823782992947
Serpina1c,Tinagl1,0.99992669309412,0.007708506066977395,3,Synergistic (both change together),0.039059848002066966,0.09749214811134456
Cfd,Cfl1,0.9999259481920983,0.007747572229426572,3,Synergistic (both change together),-0.37757207274141363,-0.18128207506234725
Anxa3,Nid2,0.9999257052822886,0.007760269041332532,3,Synergistic (both change together),-0.0243098275771141,0.031759243841170896
SMOC1,SPON1,0.9999253530196318,0.007778644871503216,3,Synergistic (both change together),0.1615638362717971,0.32895039852404684
Hyou1,Serpina6,0.9999239368251324,0.007852086913389043,3,Synergistic (both change together),-0.024611062276051098,0.17206927517462497
COL1A1,EDIL3,-0.9999239138781132,0.00785327126236236,3,Antagonistic (opposite changes),0.08867595106472881,-0.050960107988062164
MATN3,S100A10,0.9999235908156987,0.007869926346915026,3,Synergistic (both change together),-1.000424115967756,-0.3352025800272363
NTN4,PLG,-0.9999228984160757,0.007905503972568537,3,Antagonistic (opposite changes),-0.013174599451785429,-0.0635944098040102
ANXA2;ANXA2P2,FGA,-0.9999227648701934,0.00791234756945072,3,Antagonistic (opposite changes),-0.25347078178707405,2.2063394822987856
ECM2,FNDC1,0.9999226256001448,0.00791947820363281,3,Synergistic (both change together),-0.25801482000931314,-0.4984443882195473
ANXA2;ANXA2P2,COMP,-0.9999217364654414,0.007964851483758584,3,Antagonistic (opposite changes),-0.25347078178707405,0.2967765920416349
ANXA4,FRZB,0.9999206530267591,0.008019793298174274,3,Synergistic (both change together),-0.46294790129499463,-0.5243683442964379
Emilin2,Lama4,-0.9999206380581798,0.008020549728025976,3,Antagonistic (opposite changes),-0.23098420476836598,-0.14405272856258208
Rab5b,Smoc2,-0.9999197904467122,0.008063267587653682,3,Antagonistic (opposite changes),0.02175060415766032,1.4258204970986965
COL16A1,TGFB1,0.999919715876133,0.008067014964759795,3,Synergistic (both change together),0.008302784044258967,0.06569377084860824
Col4a2,Lman1,-0.9999189313205682,0.008106336060866592,3,Antagonistic (opposite changes),0.07560058829432173,-0.09428589716223201
Anxa6,S100a13,0.9999178932088731,0.008158073845114034,3,Synergistic (both change together),-0.1031387451647137,-0.04501900717583648
Ctsc,Ddt,-0.9999169238838791,0.008206088942947404,3,Antagonistic (opposite changes),0.21962887352964824,0.07593716072003613
Col6a1,Crlf3,-0.999916149572396,0.008244243230851213,3,Antagonistic (opposite changes),0.25855955335455477,0.0002779362239905316
COL28A1,SERPINF2,0.9999157987839552,0.008261470378438482,3,Synergistic (both change together),-0.1146388882790393,0.31298677031886335
Apoc1,Lama2,-0.9999157209573453,0.0082652875605803,3,Antagonistic (opposite changes),-0.13334100329292395,-0.07403335711694914
Efemp1,Tsg101,-0.9999154413757727,0.00827898575450739,3,Antagonistic (opposite changes),-0.4319076801237666,0.19015543456352468
COL8A1,F12,-0.9999147507970987,0.008312724159699405,3,Antagonistic (opposite changes),0.16291380676155645,0.7082760396258094
BCAN,CD109,0.999914630430849,0.008318590682108495,3,Synergistic (both change together),-0.08641446358761873,-0.2777729728323964
AEBP1,PLXNB1,0.9999143403612545,0.008332711395212326,3,Synergistic (both change together),-0.14168746454789283,-0.11271742759635735
HSPG2,SMOC2,0.9999133617858995,0.008380173344312644,3,Synergistic (both change together),-0.09007237381752857,-0.019664111322500538
COL21A1,LTBP4,0.9999132948602744,0.008383409492359042,3,Synergistic (both change together),-0.4545080894770348,0.06413960526507285
FGG,PRG4,0.9999132320893215,0.008386443608911812,3,Synergistic (both change together),2.1539045779301813,0.9799352703394154
ASPN,CCL14,0.9999129029459082,0.008402335255082223,3,Synergistic (both change together),-0.16225652711841637,0.16469924360879287
Ctsl,Snca,-0.9999119541763871,0.008447976313596365,3,Antagonistic (opposite changes),-0.26225916656166887,0.03404394692677501
ITIH6,LEPRE1,0.9999117534240157,0.008457602043114947,3,Synergistic (both change together),0.18192102139412494,-0.3156782553182649
Igfbp7,Serpina1c,0.9999113564192512,0.008476605555795734,3,Synergistic (both change together),-0.06548642909616233,0.039059848002066966
Fbn1,Npc2,-0.9999109461794494,0.008496197941139969,3,Antagonistic (opposite changes),-0.07576498532929184,0.08044381425414254
Apoa1,Itih5,-0.9999100446024555,0.008539097847231485,3,Antagonistic (opposite changes),-0.4219439872158706,-0.029164416223452023
SERPINF1,SFRP4,-0.9999097427139105,0.008553414583200247,3,Antagonistic (opposite changes),1.2957829917415629,0.15200410944741996
Creld2,Mmrn2,0.9999085788780098,0.00860838541460453,3,Synergistic (both change together),-0.06926867178344308,-0.05401561265895203
FBLN7,SERPINH1,0.9999085509401762,0.008609700673748909,3,Synergistic (both change together),-0.008508612556035225,-0.07134235972175436
Creld2,Plxnb1,-0.9999061458390788,0.008722184784874324,3,Antagonistic (opposite changes),-0.06926867178344308,0.01830350733316123
C1qtnf9,Cd81,-0.9999057941397348,0.008738512064871404,3,Antagonistic (opposite changes),-0.06337448879572312,-0.09434831414397722
CSPG4,FRZB,0.9999053519754987,0.00875899590247035,3,Synergistic (both change together),-0.05819078722770382,-0.5243683442964379
MDK,NID2,0.9999053224928348,0.008760360022327569,3,Synergistic (both change together),0.06616368229536186,-0.16724186425781098
CCL18,SEMA3E,0.999905208146444,0.008765648654883728,3,Synergistic (both change together),-0.14343041251542296,0.057630819638656905
Apoc1,Mcam,0.9999050043242048,0.008775067729143967,3,Synergistic (both change together),-0.13334100329292395,-0.44055209504559834
FGFBP2,VIT,-0.9999046645510524,0.008790746960957047,3,Antagonistic (opposite changes),-0.1680870853236082,-1.26857879844024
INHBE,NPNT,-0.9999045998561046,0.008793729217366748,3,Antagonistic (opposite changes),-0.17121340670297258,-0.011650531525830907
Adam10,S100a13,0.9999044374863718,0.008801209558081956,3,Synergistic (both change together),-0.03509907118389237,-0.04501900717583648
