Protein_ID,Protein_Name,Gene_Symbol,Tissue,Species,Age,Age_Unit,Abundance,Abundance_Unit,Method,Study_ID,Sample_ID,Parsing_Notes,Canonical_Gene_Symbol,Matrisome Category,Matrisome Division,Match_Level,Match_Confidence
O75094,Slit homolog 3 protein,SLIT3,Skin dermis,Homo sapiens,2,years,5.97583257921694,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",SLIT3,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O75094,Slit homolog 3 protein,SLIT3,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",SLIT3,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O75094,Slit homolog 3 protein,SLIT3,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",SLIT3,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O75094,Slit homolog 3 protein,SLIT3,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",SLIT3,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O75094,Slit homolog 3 protein,SLIT3,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",SLIT3,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O75094,Slit homolog 3 protein,SLIT3,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",SLIT3,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O75094,Slit homolog 3 protein,SLIT3,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",SLIT3,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P13674,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,Skin dermis,Homo sapiens,2,years,10.5438484315626,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P4HA1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P13674,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,Skin dermis,Homo sapiens,2,years,11.4805418675786,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P4HA1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P13674,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,Skin dermis,Homo sapiens,14,years,7.41891774553531,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P4HA1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P13674,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,Skin dermis,Homo sapiens,14,years,5.77694454745729,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P4HA1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P13674,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,Skin dermis,Homo sapiens,14,years,5.54841577764435,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P4HA1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P13674,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P4HA1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P13674,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,Skin dermis,Homo sapiens,65,years,6.65582101615415,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P4HA1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P13674,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",P4HA1,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q6UVK1,Chondroitin sulfate proteoglycan 4,CSPG4,Skin dermis,Homo sapiens,2,years,7.76238718794765,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CSPG4,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q6UVK1,Chondroitin sulfate proteoglycan 4,CSPG4,Skin dermis,Homo sapiens,2,years,10.0995465972439,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CSPG4,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q6UVK1,Chondroitin sulfate proteoglycan 4,CSPG4,Skin dermis,Homo sapiens,14,years,5.64516346085832,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CSPG4,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q6UVK1,Chondroitin sulfate proteoglycan 4,CSPG4,Skin dermis,Homo sapiens,14,years,5.89061237330091,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CSPG4,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q6UVK1,Chondroitin sulfate proteoglycan 4,CSPG4,Skin dermis,Homo sapiens,14,years,4.82088551623721,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CSPG4,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q6UVK1,Chondroitin sulfate proteoglycan 4,CSPG4,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CSPG4,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q6UVK1,Chondroitin sulfate proteoglycan 4,CSPG4,Skin dermis,Homo sapiens,65,years,5.8879598505866,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CSPG4,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q6UVK1,Chondroitin sulfate proteoglycan 4,CSPG4,Skin dermis,Homo sapiens,65,years,3.63092140717095,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",CSPG4,ECM-affiliated Proteins,Matrisome-associated,Gene_Symbol_or_UniProt,1
P01019,Angiotensinogen {ECO:0000305},AGT,Skin dermis,Homo sapiens,2,years,11.6770747683615,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGT,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P01019,Angiotensinogen {ECO:0000305},AGT,Skin dermis,Homo sapiens,2,years,11.5651928356541,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGT,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P01019,Angiotensinogen {ECO:0000305},AGT,Skin dermis,Homo sapiens,14,years,9.46857318120469,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGT,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P01019,Angiotensinogen {ECO:0000305},AGT,Skin dermis,Homo sapiens,14,years,7.51240598097829,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGT,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P01019,Angiotensinogen {ECO:0000305},AGT,Skin dermis,Homo sapiens,14,years,9.73967492076554,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGT,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P01019,Angiotensinogen {ECO:0000305},AGT,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGT,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P01019,Angiotensinogen {ECO:0000305},AGT,Skin dermis,Homo sapiens,65,years,7.15498596600778,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGT,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P01019,Angiotensinogen {ECO:0000305},AGT,Skin dermis,Homo sapiens,65,years,9.34027160657707,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",AGT,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P20908,Collagen alpha-1(V) chain,COL5A1,Skin dermis,Homo sapiens,2,years,12.9099581032624,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL5A1,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P20908,Collagen alpha-1(V) chain,COL5A1,Skin dermis,Homo sapiens,2,years,13.7613016441948,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL5A1,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P20908,Collagen alpha-1(V) chain,COL5A1,Skin dermis,Homo sapiens,14,years,12.0567860591333,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL5A1,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P20908,Collagen alpha-1(V) chain,COL5A1,Skin dermis,Homo sapiens,14,years,12.8367946137689,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL5A1,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P20908,Collagen alpha-1(V) chain,COL5A1,Skin dermis,Homo sapiens,14,years,12.1564631457184,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL5A1,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
P20908,Collagen alpha-1(V) chain,COL5A1,Skin dermis,Homo sapiens,65,years,12.5088740685404,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",COL5A1,Collagens,Core matrisome,Gene_Symbol_or_UniProt,1
